periodType,currencyCode,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,year,symbol,open,high,low,close,volume,adjclose,dividends,splits
3M,CAD,14663000.0,1.40541,139941000.0,115953000.0,0.0,83896000.0,114508000.0,8476817000.0,2835549000.0,0.0,88925000.0,1671575000.0,3830625000.0,2024,GRP-UN,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,CAD,14663000.0,1.40541,139941000.0,115953000.0,0.0,83896000.0,114508000.0,8476817000.0,2835549000.0,0.0,88925000.0,1671575000.0,3830625000.0,2024,GRP-UN,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,CAD,14663000.0,1.40541,139941000.0,115953000.0,0.0,83896000.0,114508000.0,8476817000.0,2835549000.0,0.0,88925000.0,1671575000.0,3830625000.0,2024,GRP-UN,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,GRP-UN,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,GRP-UN,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,GRP-UN,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5820638954.0,0.0,0.0,0.0,0.0,3617492836.0,0.0,0.0,0.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,CAD,11999000.0,1.208905,101257000.0,105685000.0,0.0,76731000.0,116768000.0,8524807000.0,2842470000.0,0.0,76355000.0,1695853000.0,3835530000.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5293511758.0,0.0,0.0,0.0,0.0,3117799310.0,0.0,0.0,0.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,CAD,8570000.0,1.779697,133488000.0,145241000.0,0.0,106633000.0,119565000.0,8534645000.0,2298436000.0,0.0,111847000.0,1755680000.0,3864730000.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,6032580761.0,0.0,0.0,0.0,0.0,3790660427.0,0.0,0.0,0.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,CAD,18347000.0,1.334928,126175000.0,112312000.0,0.0,71202000.0,121145000.0,8806689000.0,3078453000.0,0.0,84755000.0,1787159000.0,3883116000.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,57.650001525878906,57.650001525878906,49.66999816894531,49.66999816894531,356003,45.978919982910156,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,49.33000183105469,52.255001068115234,48.40999984741211,49.43000030517578,359735,46.00675582885742,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,49.27000045776367,55.0099983215332,47.310001373291016,49.599998474121094,335436,46.42502212524414,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,50.25809860229492,55.27000045776367,48.83000183105469,54.38999938964844,541559,51.19537353515625,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,53.5,58.599998474121094,50.564998626708984,56.720001220703125,259753,53.66297149658203,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,56.720001220703125,61.20000076293945,55.75,61.11000061035156,152845,58.096797943115234,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,60.689998626708984,65.625,50.0099983215332,50.560001373291016,180328,48.287872314453125,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,54.290000915527344,55.27000045776367,48.52000045776367,54.439998626708984,217827,52.25249099731445,0.20049576,0.0
3M,USD,0.0,0.0,0.0,0.0,5132308179.0,0.0,0.0,0.0,0.0,3048847686.0,0.0,0.0,0.0,2024,0,55.0,55.0,47.31999969482422,48.540000915527344,181417,46.833187103271484,0.2065471,0.0
3M,CAD,11048000.0,0.703852,123057000.0,68744000.0,0.0,108916000.0,125647000.0,8758105000.0,3092138000.0,0.0,43863000.0,1778216000.0,3957564000.0,2025,0,48.540000915527344,49.59000015258789,46.75,49.0,216669,47.55843734741211,0.2065471,0.0
3M,CAD,11048000.0,0.703852,123057000.0,68744000.0,0.0,108916000.0,125647000.0,8758105000.0,3092138000.0,0.0,43863000.0,1778216000.0,3957564000.0,2025,0,45.900001525878906,49.709999084472656,45.45000076293945,45.84000015258789,372311,44.75168228149414,0.2065471,0.0
3M,CAD,11048000.0,0.703852,123057000.0,68744000.0,0.0,108916000.0,125647000.0,8758105000.0,3092138000.0,0.0,43863000.0,1778216000.0,3957564000.0,2025,0,46.599998474121094,48.46500015258789,44.0,46.81999969482422,290943,45.992610931396484,0.0,0.0
3M,USD,0.0,0.0,0.0,0.0,4983239003.0,0.0,0.0,0.0,0.0,2896277651.0,0.0,0.0,0.0,2025,0,48.540000915527344,49.59000015258789,46.75,49.0,216669,47.55843734741211,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,4983239003.0,0.0,0.0,0.0,0.0,2896277651.0,0.0,0.0,0.0,2025,0,45.900001525878906,49.709999084472656,45.45000076293945,45.84000015258789,372311,44.75168228149414,0.2065471,0.0
3M,USD,0.0,0.0,0.0,0.0,4983239003.0,0.0,0.0,0.0,0.0,2896277651.0,0.0,0.0,0.0,2025,0,46.599998474121094,48.46500015258789,44.0,46.81999969482422,290943,45.992610931396484,0.0,0.0
3M,USD,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,LXP,8.880000114440918,8.930000305175781,7.75,7.909999847412109,58864800,7.247585773468018,0.0,0.0
3M,USD,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,LXP,7.949999809265137,8.869999885559082,7.860000133514404,8.779999732971191,42418600,8.044729232788086,0.0,0.0
3M,USD,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,LXP,8.770000457763672,10.100000381469727,8.75,9.920000076293945,47901400,9.08926010131836,0.13,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.90999984741211,10.020000457763672,8.890000343322754,9.09000015258789,43706400,8.437477111816406,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.09000015258789,9.319999694824219,8.460000038146973,8.65999984741211,50055600,8.03834342956543,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,8.640000343322754,9.229999542236328,8.539999961853027,9.020000457763672,47940400,8.372502326965332,0.13,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.020000457763672,9.319999694824219,8.350000381469727,8.350000381469727,57537500,7.867216110229492,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,8.380000114440918,8.970000267028809,8.229999542236328,8.5,42062700,8.008543014526367,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,8.579999923706055,9.180000305175781,8.4399995803833,9.119999885559082,49319400,8.592695236206055,0.13,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.109999656677246,10.569999694824219,9.020000457763672,10.300000190734863,52226200,9.845903396606445,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,10.390000343322754,10.470000267028809,9.4399995803833,10.359999656677246,40084300,9.9032564163208,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,10.25,10.4399995803833,9.819999694824219,10.050000190734863,47207300,9.606924057006836,0.13,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,10.050000190734863,10.100000381469727,9.279999732971191,9.4399995803833,35527700,9.140775680541992,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.460000038146973,9.949999809265137,9.039999961853027,9.350000381469727,41793400,9.053629875183105,0.0,0.0
3M,USD,4545000.0,-0.01,163213000.0,17835000.0,4082386912.0,36306000.0,23554000.0,3737120000.0,1642581000.0,2654491912.0,0.0,-1241595000.0,1935854000.0,2024,LXP,9.34000015258789,9.460000038146973,8.039999961853027,8.119999885559082,42978800,7.862616539001465,0.135,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,LXP,9.90999984741211,10.020000457763672,8.890000343322754,9.09000015258789,43706400,8.437477111816406,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,LXP,9.09000015258789,9.319999694824219,8.460000038146973,8.65999984741211,50055600,8.03834342956543,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,LXP,8.640000343322754,9.229999542236328,8.539999961853027,9.020000457763672,47940400,8.372502326965332,0.13,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,9.020000457763672,9.319999694824219,8.350000381469727,8.350000381469727,57537500,7.867216110229492,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,8.380000114440918,8.970000267028809,8.229999542236328,8.5,42062700,8.008543014526367,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,8.579999923706055,9.180000305175781,8.4399995803833,9.119999885559082,49319400,8.592695236206055,0.13,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,9.109999656677246,10.569999694824219,9.020000457763672,10.300000190734863,52226200,9.845903396606445,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,10.390000343322754,10.470000267028809,9.4399995803833,10.359999656677246,40084300,9.9032564163208,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,10.25,10.4399995803833,9.819999694824219,10.050000190734863,47207300,9.606924057006836,0.13,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,10.050000190734863,10.100000381469727,9.279999732971191,9.4399995803833,35527700,9.140775680541992,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,9.460000038146973,9.949999809265137,9.039999961853027,9.350000381469727,41793400,9.053629875183105,0.0,0.0
3M,USD,2878000.0,0.01,48676000.0,23492000.0,4145973750.0,37367000.0,21957000.0,3483332000.0,1443174000.0,2684148750.0,0.0,-1275833000.0,1725355000.0,2024,0,9.34000015258789,9.460000038146973,8.039999961853027,8.119999885559082,42978800,7.862616539001465,0.135,0.0
3M,USD,1713000.0,0.02,54971000.0,22829000.0,4466042264.0,56839000.0,22172000.0,3448488000.0,1442651000.0,2959593264.0,0.0,-1309046000.0,1728302000.0,2024,0,9.90999984741211,10.020000457763672,8.890000343322754,9.09000015258789,43706400,8.437477111816406,0.0,0.0
3M,USD,1713000.0,0.02,54971000.0,22829000.0,4466042264.0,56839000.0,22172000.0,3448488000.0,1442651000.0,2959593264.0,0.0,-1309046000.0,1728302000.0,2024,0,9.09000015258789,9.319999694824219,8.460000038146973,8.65999984741211,50055600,8.03834342956543,0.0,0.0
3M,USD,1713000.0,0.02,54971000.0,22829000.0,4466042264.0,56839000.0,22172000.0,3448488000.0,1442651000.0,2959593264.0,0.0,-1309046000.0,1728302000.0,2024,0,8.640000343322754,9.229999542236328,8.539999961853027,9.020000457763672,47940400,8.372502326965332,0.13,0.0
3M,USD,1713000.0,0.02,54971000.0,22829000.0,4466042264.0,56839000.0,22172000.0,3448488000.0,1442651000.0,2959593264.0,0.0,-1309046000.0,1728302000.0,2024,0,9.020000457763672,9.319999694824219,8.350000381469727,8.350000381469727,57537500,7.867216110229492,0.0,0.0
3M,USD,1713000.0,0.02,54971000.0,22829000.0,4466042264.0,56839000.0,22172000.0,3448488000.0,1442651000.0,2959593264.0,0.0,-1309046000.0,1728302000.0,2024,0,8.380000114440918,8.970000267028809,8.229999542236328,8.5,42062700,8.008543014526367,0.0,0.0
